year,month,commodity_group,cpi_value,inflation_rate_pct
2025,10,"HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",124.2,2.7
2025,10,INFORMATION AND COMMUNICATION,103.9,0.7
2025,10,"PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",123.9,2.5
2025,10,"RECREATION, SPORT AND CULTURE",119.1,1.9
2025,10,RESTAURANTS AND ACCOMMODATION SERVICES,131.9,2.4
2025,10,TRANSPORT,129.2,0.9
2025,11,ALCOHOLIC BEVERAGES AND TOBACCO,185.2,3.6
2025,11,ALL ITEMS,128.9,1.5
2025,11,CLOTHING AND FOOTWEAR,121.5,1.8
2025,11,EDUCATION SERVICES,123.7,3.0
2025,11,FINANCIAL SERVICES,142.4,0.0
2025,11,FOOD AND NON-ALCOHOLIC BEVERAGES,131.4,0.1
2025,11,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",125.2,2.0
2025,11,HEALTH,127.3,2.7
2025,11,"HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",124.2,2.9
2025,11,INFORMATION AND COMMUNICATION,103.9,0.7
2025,11,"PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",124.1,2.4
2025,11,"RECREATION, SPORT AND CULTURE",119.3,2.1
2025,11,RESTAURANTS AND ACCOMMODATION SERVICES,132.4,2.6
2025,11,TRANSPORT,130.7,1.7
2025,12,ALCOHOLIC BEVERAGES AND TOBACCO,185.5,3.3
2025,12,ALL ITEMS,130.0,1.8
2025,12,CLOTHING AND FOOTWEAR,122.0,2.2
2025,12,EDUCATION SERVICES,123.7,3.0
2025,12,FINANCIAL SERVICES,142.4,0.0
2025,12,FOOD AND NON-ALCOHOLIC BEVERAGES,134.2,1.4
2025,12,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",125.3,1.9
2025,12,HEALTH,127.6,2.7
2025,12,"HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",124.2,2.5
2025,12,INFORMATION AND COMMUNICATION,103.9,0.7
2025,12,"PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",124.2,2.2
2025,12,"RECREATION, SPORT AND CULTURE",119.3,2.0
2025,12,RESTAURANTS AND ACCOMMODATION SERVICES,132.5,2.4
2025,12,TRANSPORT,130.4,0.3
